[1, 199.43090152740479, 481.4306995868683, 718.1106209754944, 277.3651440143585, 1676.3374421596527]
[2, 136.14109539985657, 409.97674465179443, 430.054390668869, 225.53222846984863, 1201.70449924469]
[3, 145.78431224822998, 399.17644906044006, 426.24617862701416, 220.41328382492065, 1191.6202805042267]
[4, 118.32263422012329, 301.9794659614563, 364.7903079986572, 210.75793743133545, 995.8503842353821]
[5, 142.1516032218933, 375.7282335758209, 341.55018496513367, 202.2767038345337, 1061.7067890167236]
[6, 113.73478841781616, 285.43897223472595, 324.87871503829956, 200.53695273399353, 924.5894815921783]
[7, 130.26430368423462, 355.41430830955505, 318.48874139785767, 202.23531937599182, 1006.4027464389801]
[8, 108.58556342124939, 274.53315901756287, 303.76115584373474, 193.00363326072693, 879.8835461139679]
